Time (ns),Simulation,Experimental
0.0,1.0,1.0
0.20000000298023224,0.4575992952497466,0.8162022459550816
0.4000000059604645,0.4021703794470298,0.7237208088460545
0.6000000238418579,0.37325992134659725,0.6675520367861444
0.800000011920929,0.35182240028516554,0.6264201927081687
1.0,0.33301730652326267,0.5920651784206551
1.2000000476837158,0.3155769459087338,0.5612511915279507
1.399999976158142,0.29914792579840305,0.5326833953772449
1.600000023841858,0.28360180880831104,0.5058180699483611
1.7999999523162842,0.26887400614495716,0.48040359386479176
2.0,0.2549159831422914,0.4563030524846793
2.200000047683716,0.24168691921787716,0.433425853411081
2.4000000953674316,0.2291474147077321,0.41170113651421103
2.5999999046325684,0.21726263687835198,0.39106748388581075
2.799999952316284,0.2059978505653387,0.3714687466516606
3.0,0.1953205058540802,0.3528525362310045
3.200000047683716,0.1851986418999286,0.33516940203808576
3.4000000953674316,0.17560563502901064,0.3183725017448506
3.5999999046325684,0.1665109094849177,0.3024174094840341
3.799999952316284,0.1578889009178039,0.28726188836569
4.0,0.14971718975564938,0.2728658825118882
4.199999809265137,0.14196956489721693,0.25919134363863694
4.400000095367432,0.1346255006678324,0.24620206695817204
4.599999904632568,0.12766328468311278,0.23386377256430954
4.800000190734863,0.12106273967994498,0.2221437780032137
5.0,0.11480564792551677,0.21101115269549536
5.199999809265137,0.10887318646555906,0.20043643358942714
5.400000095367432,0.103248719398132,0.1903916373336143
5.599999904632568,0.09791737491447298,0.18085025500259577
5.800000190734863,0.09286223882842093,0.1717870128107267
6.0,0.08806920780829995,0.16317799189131213
6.199999809265137,0.0835248365667546,0.15500040788442446
6.400000095367432,0.07921627227664585,0.14723262091813333
6.599999904632568,0.07513131779980697,0.13985413125693083
6.800000190734863,0.07125807773532057,0.13284539427276207
7.0,0.06758544046930488,0.1261879132874167
7.199999809265137,0.06410316464364607,0.11986406869541724
7.400000095367432,0.060801046499794564,0.11385712611220325
7.599999904632568,0.05766966219070136,0.10815123279431293
7.800000190734863,0.05470090308426169,0.10273127456354333
